transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,prod_cat,prod_subcat,DOB,Gender,city_code,calculated_revenue,customer_age
15767151550,269302,2013-03-01,4,2,3,1037,326.655,3437.655,e-Shop,Footwear,Kids,,F,4.0,3111,
55626274366,271608,2013-03-01,4,2,2,83,17.43,183.43,e-Shop,Footwear,Kids,,F,4.0,166,
4558380799,272159,2013-03-01,3,1,1,1278,134.19,1412.19,Flagship store,Clothing,Kids,,M,6.0,1278,
71575265288,267445,2013-03-01,11,5,1,486,51.03,537.03,TeleShop,Books,Children,,M,4.0,486,
70203420329,273894,2013-03-01,6,5,2,1043,219.03,2305.03,Flagship store,Books,DIY,,M,3.0,2086,
78195407428,273793,2013-03-01,5,3,2,695,145.95,1535.95,TeleShop,Electronics,Computers,,M,7.0,1390,
99830645408,274654,2013-03-01,4,3,4,1300,546.0,5746.0,e-Shop,Electronics,Mobiles,,F,2.0,5200,
65000290460,267196,2013-03-01,3,5,2,894,187.74,1975.74,MBR,Books,Comics,,M,6.0,1788,
76875398005,266846,2013-03-01,8,3,4,295,123.9,1303.9,TeleShop,Electronics,Personal Appliances,,M,2.0,1180,
79331206308,274601,2013-03-01,11,5,1,1019,106.995,1125.995,e-Shop,Books,Children,,M,1.0,1019,
70612957106,274566,2013-03-01,11,6,4,791,332.22,3496.22,Flagship store,Home and kitchen,Bath,,F,1.0,3164,
91576560584,268351,2013-03-01,8,3,4,221,92.82,976.82,e-Shop,Electronics,Personal Appliances,,M,3.0,884,
31384159740,273805,,3,5,2,435,91.35,961.35,e-Shop,Books,Comics,,M,10.0,870,
17792336273,267832,,1,1,4,523,219.66,2311.66,e-Shop,Clothing,Women,,M,9.0,2092,
55783903593,274576,,9,3,2,1342,281.82,2965.82,MBR,Electronics,Cameras,,M,6.0,2684,
60661330238,267233,,4,4,2,1033,216.93,2282.93,e-Shop,Bags,Women,,F,10.0,2066,
12241394668,273618,,8,3,2,849,178.29,1876.29,TeleShop,Electronics,Personal Appliances,,F,9.0,1698,
59706590065,268327,,4,2,3,266,83.79,881.79,TeleShop,Footwear,Kids,,F,10.0,798,
34152951993,271251,,1,1,5,1409,739.725,7784.725,Flagship store,Clothing,Women,,M,2.0,7045,
27519215210,270929,,8,3,5,159,83.475,878.475,e-Shop,Electronics,Personal Appliances,,F,7.0,795,
22522867791,269168,,9,3,4,916,384.72,4048.72,e-Shop,Electronics,Cameras,,F,3.0,3664,
32496180247,273372,,4,4,1,1058,111.09,1169.09,TeleShop,Bags,Women,,F,1.0,1058,
11744618530,269799,,1,2,4,1229,516.18,5432.18,MBR,Footwear,Mens,,M,10.0,4916,
91610903734,268663,,1,1,2,1129,237.09,2495.09,e-Shop,Clothing,Women,,F,8.0,2258,
74616656131,271530,,11,5,3,777,244.755,2575.755,MBR,Books,Children,,F,6.0,2331,
72598209900,270880,,6,5,2,1198,251.58,2647.58,e-Shop,Books,DIY,,F,3.0,2396,
71793238090,269848,,10,5,1,1083,113.715,1196.715,e-Shop,Books,Non-Fiction,,M,6.0,1083,
17705512453,268945,,11,6,1,922,96.81,1018.81,e-Shop,Home and kitchen,Bath,,M,10.0,922,
60798324316,269839,,7,5,5,1278,670.95,7060.95,e-Shop,Books,Fiction,,M,2.0,6390,
48712772488,274679,,4,2,5,934,490.35,5160.35,Flagship store,Footwear,Kids,,F,10.0,4670,
34149132765,273250,,10,3,3,469,147.735,1554.735,Flagship store,Electronics,Audio and video,,F,6.0,1407,
33364970580,269677,,10,3,1,1469,154.245,1623.245,Flagship store,Electronics,Audio and video,,M,5.0,1469,
55176124310,269273,,4,1,2,951,199.71,2101.71,MBR,Clothing,Mens,,F,7.0,1902,
84543645821,268660,,10,3,5,817,428.925,4513.925,e-Shop,Electronics,Audio and video,,F,2.0,4085,
86472659555,271383,,1,4,1,783,82.215,865.215,MBR,Bags,Mens,,M,6.0,783,
91283781738,267293,,1,2,4,1204,505.68,5321.68,e-Shop,Footwear,Mens,,M,2.0,4816,
68669832210,267918,,9,3,5,256,134.4,1414.4,MBR,Electronics,Cameras,,M,6.0,1280,
97912074942,267517,,11,6,1,1177,123.585,1300.585,Flagship store,Home and kitchen,Bath,,F,9.0,1177,
90881527691,274632,,8,3,4,978,410.76,4322.76,Flagship store,Electronics,Personal Appliances,,F,3.0,3912,
90033930862,271306,,3,2,3,509,160.335,1687.335,e-Shop,Footwear,Women,,M,9.0,1527,
84825908495,269821,,4,3,1,1176,123.48,1299.48,e-Shop,Electronics,Mobiles,,M,8.0,1176,
26013737899,267180,,4,4,3,231,72.765,765.765,e-Shop,Bags,Women,,M,6.0,693,
47005451805,271306,,3,1,3,724,228.06,2400.06,e-Shop,Clothing,Kids,,M,9.0,2172,
1167308476,267042,,11,5,1,117,12.285,129.285,TeleShop,Books,Children,,M,8.0,117,
8959366903,272803,,3,2,3,780,245.7,2585.7,TeleShop,Footwear,Women,,M,7.0,2340,
7539534170,274426,,3,1,3,534,168.21,1770.21,e-Shop,Clothing,Kids,,F,8.0,1602,
30979811939,269893,,12,5,4,235,98.7,1038.7,Flagship store,Books,Academic,,F,4.0,940,
51159954608,275257,,1,2,5,1386,727.65,7657.65,MBR,Footwear,Mens,,M,5.0,6930,
62529692871,268545,,11,6,3,1414,445.41,4687.41,e-Shop,Home and kitchen,Bath,,M,3.0,4242,
34619519039,266810,,7,5,4,1374,577.08,6073.08,e-Shop,Books,Fiction,,F,3.0,5496,
78187660976,268014,,1,2,1,1146,120.33,1266.33,e-Shop,Footwear,Mens,,M,8.0,1146,
83997358852,270447,,11,6,2,298,62.58,658.58,e-Shop,Home and kitchen,Bath,,F,10.0,596,
87686858823,267697,,1,1,3,1466,461.79,4859.79,e-Shop,Clothing,Women,,M,6.0,4398,
47871801825,273553,,4,4,4,1194,501.48,5277.48,Flagship store,Bags,Women,,M,3.0,4776,
5931509171,273910,,3,1,2,798,167.58,1763.58,Flagship store,Clothing,Kids,,M,9.0,1596,
47874384915,268904,,1,1,5,985,517.125,5442.125,TeleShop,Clothing,Women,,M,5.0,4925,
29669558758,272243,,7,5,5,330,173.25,1823.25,e-Shop,Books,Fiction,,M,4.0,1650,
17257321352,271707,,5,3,2,242,50.82,534.82,e-Shop,Electronics,Computers,,M,3.0,484,
45044484645,269320,,8,3,4,752,315.84,3323.84,MBR,Electronics,Personal Appliances,,F,3.0,3008,
59130082479,273709,,9,3,2,1228,257.88,2713.88,MBR,Electronics,Cameras,,M,5.0,2456,
12161144135,273699,,5,3,2,643,135.03,1421.03,Flagship store,Electronics,Computers,,M,4.0,1286,
50105761496,267307,,4,4,1,1043,109.515,1152.515,Flagship store,Bags,Women,,F,1.0,1043,
40454259167,272075,,4,1,1,1339,140.595,1479.595,e-Shop,Clothing,Mens,,M,7.0,1339,
4239954799,272982,,7,5,5,799,419.475,4414.475,e-Shop,Books,Fiction,,F,10.0,3995,
25914532532,270419,,1,4,1,941,98.805,1039.805,MBR,Bags,Mens,,F,2.0,941,
73210197785,274487,,3,5,5,1431,751.275,7906.275,MBR,Books,Comics,,F,5.0,7155,
94029776096,272442,,3,2,3,143,45.045,474.045,e-Shop,Footwear,Women,,F,1.0,429,
86200281159,271188,,5,3,5,341,179.025,1884.025,Flagship store,Electronics,Computers,,M,7.0,1705,
99904444221,267348,,3,5,4,213,89.46,941.46,TeleShop,Books,Comics,,M,2.0,852,
78931050187,272672,,1,2,5,675,354.375,3729.375,Flagship store,Footwear,Mens,,F,10.0,3375,
45725607812,274849,,10,5,3,343,108.045,1137.045,MBR,Books,Non-Fiction,,M,4.0,1029,
58428592360,273490,,4,3,1,477,50.085,527.085,e-Shop,Electronics,Mobiles,,M,4.0,477,
42765042470,274791,,9,3,2,1443,303.03,3189.03,e-Shop,Electronics,Cameras,,F,10.0,2886,
39273666141,271042,,3,2,1,795,83.475,878.475,TeleShop,Footwear,Women,,M,3.0,795,
35140116580,267664,,4,4,3,1042,328.23,3454.23,e-Shop,Bags,Women,,F,10.0,3126,
51848243733,269879,,12,6,3,868,273.42,2877.42,Flagship store,Home and kitchen,Tools,,M,2.0,2604,
40549890164,268026,,6,5,1,964,101.22,1065.22,Flagship store,Books,DIY,,F,5.0,964,
26604316304,267877,,11,5,1,760,79.8,839.8,MBR,Books,Children,,F,5.0,760,
8869805024,266866,,1,1,2,832,174.72,1838.72,e-Shop,Clothing,Women,,M,4.0,1664,
33678116698,268741,,1,4,5,337,176.925,1861.925,e-Shop,Bags,Mens,,F,2.0,1685,
99803153703,269683,,12,6,5,1237,649.425,6834.425,e-Shop,Home and kitchen,Tools,,F,5.0,6185,
98127656972,268887,,4,1,2,1297,272.37,2866.37,TeleShop,Clothing,Mens,,F,7.0,2594,
84999530297,272494,,4,3,2,1170,245.7,2585.7,e-Shop,Electronics,Mobiles,,M,7.0,2340,
86164054549,271821,,12,5,1,1371,143.955,1514.955,e-Shop,Books,Academic,,F,8.0,1371,
56196610609,274118,,10,3,3,584,183.96,1935.96,TeleShop,Electronics,Audio and video,,F,10.0,1752,
21491560670,275120,,9,3,3,632,199.08,2095.08,e-Shop,Electronics,Cameras,,M,1.0,1896,
934556393,274755,,2,6,2,1385,290.85,3060.85,TeleShop,Home and kitchen,Furnishing,,M,9.0,2770,
25018891239,274415,,11,5,2,814,170.94,1798.94,MBR,Books,Children,,M,1.0,1628,
47211541149,267594,,3,2,1,1301,136.605,1437.605,TeleShop,Footwear,Women,,F,8.0,1301,
56454358498,274914,,2,6,5,1373,720.825,7585.825,e-Shop,Home and kitchen,Furnishing,,F,9.0,6865,
3129347645,268767,,1,4,5,642,337.05,3547.05,Flagship store,Bags,Mens,,M,3.0,3210,
46299835210,273634,,10,5,4,1091,458.22,4822.22,e-Shop,Books,Non-Fiction,,F,6.0,4364,
48591559531,271323,,4,1,4,1117,469.14,4937.14,e-Shop,Clothing,Mens,,M,1.0,4468,
60338307077,266810,,12,6,2,572,120.12,1264.12,e-Shop,Home and kitchen,Tools,,F,3.0,1144,
7709432812,271772,,9,3,2,1148,241.08,2537.08,e-Shop,Electronics,Cameras,,M,2.0,2296,
51853371595,270699,,1,4,2,1476,309.96,3261.96,e-Shop,Bags,Mens,,M,3.0,2952,
76119021109,273821,,2,6,5,294,154.35,1624.35,e-Shop,Home and kitchen,Furnishing,,F,10.0,1470,
85029727036,268089,,12,6,1,221,23.205,244.205,e-Shop,Home and kitchen,Tools,,F,1.0,221,
89172283224,271379,,9,3,2,1355,284.55,2994.55,TeleShop,Electronics,Cameras,,M,7.0,2710,
69226493577,269798,,11,6,2,466,97.86,1029.86,TeleShop,Home and kitchen,Bath,,F,4.0,932,
90562061384,266809,,3,2,1,1087,114.135,1201.135,e-Shop,Footwear,Women,,F,3.0,1087,
66077075242,273381,,9,3,4,1071,449.82,4733.82,MBR,Electronics,Cameras,,M,4.0,4284,
80639605184,273223,,4,1,4,798,335.16,3527.16,e-Shop,Clothing,Mens,,M,8.0,3192,
96783890035,271549,,10,6,5,1264,663.6,6983.6,TeleShop,Home and kitchen,Kitchen,,M,4.0,6320,
69820664523,272128,,3,2,2,162,34.02,358.02,TeleShop,Footwear,Women,,F,7.0,324,
77014284094,271139,,3,1,2,1383,290.43,3056.43,Flagship store,Clothing,Kids,,M,2.0,2766,
96765763167,272043,,11,6,3,1440,453.6,4773.6,Flagship store,Home and kitchen,Bath,,F,4.0,4320,
47647755212,274412,,2,6,1,598,62.79,660.79,Flagship store,Home and kitchen,Furnishing,,F,4.0,598,
3917451932,267045,,1,2,3,1151,362.565,3815.565,Flagship store,Footwear,Mens,,M,8.0,3453,
31063483644,274110,,1,4,2,474,99.54,1047.54,MBR,Bags,Mens,,M,5.0,948,
6170651029,271400,,11,5,4,776,325.92,3429.92,MBR,Books,Children,,F,10.0,3104,
42596925041,271914,,12,6,3,759,239.085,2516.085,e-Shop,Home and kitchen,Tools,,M,2.0,2277,
54317842130,270313,,12,6,2,697,146.37,1540.37,MBR,Home and kitchen,Tools,,M,8.0,1394,
59776588144,269718,,2,6,4,1288,540.96,5692.96,MBR,Home and kitchen,Furnishing,,M,9.0,5152,
52385306358,269536,,3,1,3,1234,388.71,4090.71,e-Shop,Clothing,Kids,,M,5.0,3702,
28199304211,268329,,10,3,2,1397,293.37,3087.37,TeleShop,Electronics,Audio and video,,M,7.0,2794,
88721742167,273167,,7,5,5,1411,740.775,7795.775,MBR,Books,Fiction,,M,9.0,7055,
82133810923,267358,,5,3,3,477,150.255,1581.255,e-Shop,Electronics,Computers,,M,2.0,1431,
91357810389,271177,,3,1,1,825,86.625,911.625,MBR,Clothing,Kids,,F,5.0,825,
64447757300,273952,,10,6,1,618,64.89,682.89,TeleShop,Home and kitchen,Kitchen,,M,9.0,618,
65595479642,274886,,10,3,5,387,203.175,2138.175,e-Shop,Electronics,Audio and video,,F,9.0,1935,
70705216039,270256,,3,2,1,485,50.925,535.925,TeleShop,Footwear,Women,,M,8.0,485,
76768790910,267701,,10,5,1,1062,111.51,1173.51,TeleShop,Books,Non-Fiction,,M,2.0,1062,
20197321829,272441,,2,6,4,257,107.94,1135.94,MBR,Home and kitchen,Furnishing,,F,7.0,1028,
56270068998,268751,,11,5,3,929,292.635,3079.635,Flagship store,Books,Children,,F,9.0,2787,
61947203641,272911,,9,3,5,980,514.5,5414.5,e-Shop,Electronics,Cameras,,F,1.0,4900,
37275761955,272554,,3,5,5,182,95.55,1005.55,MBR,Books,Comics,,M,3.0,910,
5736257269,269873,,12,6,4,1486,624.12,6568.12,Flagship store,Home and kitchen,Tools,,M,8.0,5944,
36724419764,271961,,7,5,4,402,168.84,1776.84,TeleShop,Books,Fiction,,M,1.0,1608,
14141098432,266806,,2,6,3,1141,359.415,3782.415,Flagship store,Home and kitchen,Furnishing,,F,10.0,3423,
28483619475,270803,,4,1,5,1492,783.3,8243.3,e-Shop,Clothing,Mens,,F,4.0,7460,
55884618731,271832,,12,6,5,1253,657.825,6922.825,TeleShop,Home and kitchen,Tools,,F,9.0,6265,
8578059903,267716,,11,6,2,1451,304.71,3206.71,e-Shop,Home and kitchen,Bath,,M,3.0,2902,
27818792907,271910,,1,2,4,653,274.26,2886.26,Flagship store,Footwear,Mens,,M,6.0,2612,
37164633957,270071,,7,5,1,788,82.74,870.74,MBR,Books,Fiction,,F,5.0,788,
9961299502,267134,,9,3,3,515,162.225,1707.225,TeleShop,Electronics,Cameras,,M,2.0,1545,
74595273885,273071,,12,6,1,252,26.46,278.46,Flagship store,Home and kitchen,Tools,,M,2.0,252,
65339110599,272634,,6,5,1,754,79.17,833.17,TeleShop,Books,DIY,,M,4.0,754,
72191289110,272546,,5,3,2,1391,292.11,3074.11,e-Shop,Electronics,Computers,,F,3.0,2782,
71220081483,275218,,3,2,4,1107,464.94,4892.94,MBR,Footwear,Women,,M,5.0,4428,
5855809093,274096,,12,5,1,599,62.895,661.895,Flagship store,Books,Academic,,M,7.0,599,
59570732536,269479,,3,5,4,257,107.94,1135.94,e-Shop,Books,Comics,,M,8.0,1028,
17512317731,268301,,10,3,4,531,223.02,2347.02,e-Shop,Electronics,Audio and video,,F,1.0,2124,
39863996693,267827,,1,4,5,1209,634.725,6679.725,Flagship store,Bags,Mens,,F,7.0,6045,
11419060832,272091,,1,2,1,802,84.21,886.21,MBR,Footwear,Mens,,M,10.0,802,
41985970688,270419,,4,1,3,436,137.34,1445.34,MBR,Clothing,Mens,,F,2.0,1308,
21960099793,267550,,5,3,4,1236,519.12,5463.12,Flagship store,Electronics,Computers,,M,9.0,4944,
42760127896,268727,,3,1,5,868,455.7,4795.7,MBR,Clothing,Kids,,M,10.0,4340,
8410316370,266783,,4,1,1,869,91.245,960.245,e-Shop,Clothing,Mens,,M,4.0,869,
42123747546,272696,,3,2,3,717,225.855,2376.855,e-Shop,Footwear,Women,,M,3.0,2151,
60707272899,272848,,12,5,3,867,273.105,2874.105,e-Shop,Books,Academic,,F,9.0,2601,
75903924112,272482,,3,2,4,863,362.46,3814.46,e-Shop,Footwear,Women,,F,2.0,3452,
98640635551,270261,,3,2,1,1206,126.63,1332.63,Flagship store,Footwear,Women,,F,8.0,1206,
84860687371,274303,,11,5,5,318,166.95,1756.95,e-Shop,Books,Children,,F,6.0,1590,
82659822244,273873,,2,6,4,678,284.76,2996.76,TeleShop,Home and kitchen,Furnishing,,M,2.0,2712,
64967141214,267812,,9,3,3,481,151.515,1594.515,TeleShop,Electronics,Cameras,,F,1.0,1443,
66079914344,274727,,6,5,5,1026,538.65,5668.65,e-Shop,Books,DIY,,M,2.0,5130,
80319467948,272797,,8,3,4,1365,573.3,6033.3,Flagship store,Electronics,Personal Appliances,,F,9.0,5460,
99016788469,274533,,4,3,4,1017,427.14,4495.14,e-Shop,Electronics,Mobiles,,M,4.0,4068,
94905525426,271195,,3,1,5,1206,633.15,6663.15,e-Shop,Clothing,Kids,,F,10.0,6030,
69831028147,273310,,10,6,3,438,137.97,1451.97,Flagship store,Home and kitchen,Kitchen,,F,2.0,1314,
99707518697,275139,,4,3,5,122,64.05,674.05,e-Shop,Electronics,Mobiles,,F,8.0,610,
52620259195,267738,,10,6,3,1141,359.415,3782.415,e-Shop,Home and kitchen,Kitchen,,M,4.0,3423,
28540937320,270374,,3,1,2,525,110.25,1160.25,e-Shop,Clothing,Kids,,M,3.0,1050,
38658237530,269999,,4,4,1,699,73.395,772.395,e-Shop,Bags,Women,,F,6.0,699,
42998983589,267980,,6,5,5,1299,681.975,7176.975,e-Shop,Books,DIY,,M,8.0,6495,
19748118078,274788,,3,2,5,452,237.3,2497.3,MBR,Footwear,Women,,M,2.0,2260,
13667890829,268522,,9,3,2,1482,311.22,3275.22,MBR,Electronics,Cameras,,M,6.0,2964,
53996484641,269767,,3,2,1,1135,119.175,1254.175,MBR,Footwear,Women,,F,2.0,1135,
15927766238,271304,,2,6,3,1424,448.56,4720.56,TeleShop,Home and kitchen,Furnishing,,F,1.0,4272,
86860560878,268612,,10,6,3,852,268.38,2824.38,e-Shop,Home and kitchen,Kitchen,,F,4.0,2556,
83433524708,271245,,1,1,2,672,141.12,1485.12,MBR,Clothing,Women,,M,4.0,1344,
98786406621,275143,,3,1,1,342,35.91,377.91,e-Shop,Clothing,Kids,,F,9.0,342,
96033195981,266835,,4,3,3,214,67.41,709.41,Flagship store,Electronics,Mobiles,,F,1.0,642,
82863091314,273199,,8,3,5,997,523.425,5508.425,Flagship store,Electronics,Personal Appliances,,M,2.0,4985,
58685705068,271346,,11,6,5,107,56.175,591.175,e-Shop,Home and kitchen,Bath,,M,4.0,535,
25403716926,275063,,4,2,2,1162,244.02,2568.02,e-Shop,Footwear,Kids,,F,2.0,2324,
9251768292,271762,,11,6,4,885,371.7,3911.7,Flagship store,Home and kitchen,Bath,,M,4.0,3540,
38665415188,272264,,10,6,4,722,303.24,3191.24,MBR,Home and kitchen,Kitchen,,F,7.0,2888,
41413684529,271304,,2,6,4,664,278.88,2934.88,MBR,Home and kitchen,Furnishing,,F,1.0,2656,
56810733646,269655,,1,1,3,557,175.455,1846.455,Flagship store,Clothing,Women,,F,10.0,1671,
4383387252,273500,,4,3,3,266,83.79,881.79,TeleShop,Electronics,Mobiles,,F,8.0,798,
7429804073,274813,,4,2,2,1142,239.82,2523.82,MBR,Footwear,Kids,,M,6.0,2284,
22970014465,274237,,4,2,2,190,39.9,419.9,Flagship store,Footwear,Kids,,M,10.0,380,
19245716459,271207,,3,1,2,1477,310.17,3264.17,Flagship store,Clothing,Kids,,F,6.0,2954,
96208096382,273267,,12,5,4,518,217.56,2289.56,Flagship store,Books,Academic,,F,7.0,2072,
89460954424,270613,,12,6,3,1406,442.89,4660.89,TeleShop,Home and kitchen,Tools,,F,7.0,4218,
85587435209,273444,,10,3,3,1205,379.575,3994.575,MBR,Electronics,Audio and video,,M,5.0,3615,
94257807642,273329,,3,5,1,851,89.355,940.355,Flagship store,Books,Comics,,M,4.0,851,
87344278535,267061,,5,3,4,1083,454.86,4786.86,Flagship store,Electronics,Computers,,M,1.0,4332,
97458267695,269874,,12,5,1,1284,134.82,1418.82,e-Shop,Books,Academic,,F,5.0,1284,
27943222808,271288,,1,2,3,544,171.36,1803.36,e-Shop,Footwear,Mens,,F,3.0,1632,
51594107434,273302,,11,5,4,332,139.44,1467.44,e-Shop,Books,Children,,F,8.0,1328,
34467826150,274189,,11,5,4,681,286.02,3010.02,Flagship store,Books,Children,,M,1.0,2724,
28358297523,272639,,2,6,4,874,367.08,3863.08,e-Shop,Home and kitchen,Furnishing,,F,3.0,3496,
43772945178,274814,,12,5,2,605,127.05,1337.05,e-Shop,Books,Academic,,F,9.0,1210,
10317439639,271059,,4,4,5,1142,599.55,6309.55,Flagship store,Bags,Women,,F,8.0,5710,
3203747461,269008,,1,1,2,1365,286.65,3016.65,e-Shop,Clothing,Women,,F,6.0,2730,
14220613111,271137,,8,3,3,1089,343.035,3610.035,Flagship store,Electronics,Personal Appliances,,M,10.0,3267,
32092516883,274788,,4,4,5,1359,713.475,7508.475,e-Shop,Bags,Women,,M,2.0,6795,
37081605307,269923,,4,2,4,110,46.2,486.2,e-Shop,Footwear,Kids,,F,8.0,440,
34245128819,268430,,1,1,1,971,101.955,1072.955,Flagship store,Clothing,Women,,F,9.0,971,
79740955540,272436,,9,3,2,891,187.11,1969.11,TeleShop,Electronics,Cameras,,F,2.0,1782,
97360693683,267651,,4,2,2,493,103.53,1089.53,MBR,Footwear,Kids,,F,1.0,986,
72951519217,271762,,1,2,5,1251,656.775,6911.775,Flagship store,Footwear,Mens,,M,4.0,6255,
70274358278,273495,,10,3,1,1012,106.26,1118.26,MBR,Electronics,Audio and video,,M,6.0,1012,
65461137226,269000,,4,1,5,684,359.1,3779.1,TeleShop,Clothing,Mens,,F,5.0,3420,
81636321076,274099,,10,5,2,569,119.49,1257.49,TeleShop,Books,Non-Fiction,,F,4.0,1138,
7770860976,266956,,12,6,4,834,350.28,3686.28,Flagship store,Home and kitchen,Tools,,M,7.0,3336,
54006364065,273123,,11,6,1,618,64.89,682.89,TeleShop,Home and kitchen,Bath,,M,3.0,618,
22478094831,268712,,12,6,1,1432,150.36,1582.36,TeleShop,Home and kitchen,Tools,,F,6.0,1432,
31927324093,275162,,11,5,5,96,50.4,530.4,Flagship store,Books,Children,,F,9.0,480,
57799552091,266901,,3,5,2,948,199.08,2095.08,e-Shop,Books,Comics,,F,8.0,1896,
48623868343,274195,,1,2,3,893,281.295,2960.295,MBR,Footwear,Mens,,F,10.0,2679,
31497857645,270113,,3,1,1,496,52.08,548.08,e-Shop,Clothing,Kids,,F,4.0,496,
50693047176,267499,,3,2,2,212,44.52,468.52,Flagship store,Footwear,Women,,F,9.0,424,
31124305218,271191,,1,4,4,738,309.96,3261.96,MBR,Bags,Mens,,F,7.0,2952,
40249088973,269304,,1,4,4,486,204.12,2148.12,e-Shop,Bags,Mens,,F,5.0,1944,
20778215841,268909,,4,2,4,86,36.12,380.12,TeleShop,Footwear,Kids,,M,2.0,344,
32753064095,274693,,4,2,1,779,81.795,860.795,TeleShop,Footwear,Kids,,F,8.0,779,
46384532177,269020,,11,6,4,780,327.6,3447.6,MBR,Home and kitchen,Bath,,M,4.0,3120,
33420605144,271703,,7,5,4,258,108.36,1140.36,e-Shop,Books,Fiction,,F,6.0,1032,
89203065847,271293,,2,6,5,1483,778.575,8193.575,MBR,Home and kitchen,Furnishing,,F,2.0,7415,
72053831532,274981,,12,6,1,1081,113.505,1194.505,TeleShop,Home and kitchen,Tools,,M,2.0,1081,
96514202953,267092,,1,1,1,823,86.415,909.415,TeleShop,Clothing,Women,,F,7.0,823,
67523124933,270188,,4,1,5,1410,740.25,7790.25,Flagship store,Clothing,Mens,,M,2.0,7050,
91012090718,273536,,3,1,1,1247,130.935,1377.935,e-Shop,Clothing,Kids,,M,3.0,1247,
91014369733,270151,,3,5,1,1214,127.47,1341.47,Flagship store,Books,Comics,,M,10.0,1214,
68263309502,273916,,12,5,1,807,84.735,891.735,Flagship store,Books,Academic,,F,9.0,807,
86396494974,268603,,1,4,4,212,89.04,937.04,e-Shop,Bags,Mens,,M,7.0,848,
54140070918,267594,,6,5,1,1471,154.455,1625.455,MBR,Books,DIY,,F,8.0,1471,
18861476817,270584,,3,1,1,792,83.16,875.16,TeleShop,Clothing,Kids,,F,9.0,792,
10178888029,269051,,1,2,5,207,108.675,1143.675,TeleShop,Footwear,Mens,,M,2.0,1035,
55390462245,269721,,6,5,5,1457,764.925,8049.925,e-Shop,Books,DIY,,F,8.0,7285,
28791031447,269008,,6,5,1,1266,132.93,1398.93,e-Shop,Books,DIY,,F,6.0,1266,
53475647058,272529,,11,6,3,452,142.38,1498.38,Flagship store,Home and kitchen,Bath,,F,6.0,1356,
29768634812,268847,,1,4,1,1072,112.56,1184.56,e-Shop,Bags,Mens,,F,7.0,1072,
9560157329,267557,,12,5,5,591,310.275,3265.275,TeleShop,Books,Academic,,M,6.0,2955,
38697033039,268021,,1,4,2,1166,244.86,2576.86,e-Shop,Bags,Mens,,F,10.0,2332,
40241299251,270144,,10,5,1,116,12.18,128.18,e-Shop,Books,Non-Fiction,,F,5.0,116,
38852817882,268251,,10,6,1,870,91.35,961.35,Flagship store,Home and kitchen,Kitchen,,F,3.0,870,
50802658811,267759,,3,1,1,322,33.81,355.81,Flagship store,Clothing,Kids,,M,7.0,322,
52800326667,270947,,11,6,4,950,399.0,4199.0,MBR,Home and kitchen,Bath,,M,10.0,3800,
55298589937,269533,,7,5,3,1305,411.075,4326.075,e-Shop,Books,Fiction,,F,9.0,3915,
56660297783,272817,,4,3,2,1347,282.87,2976.87,Flagship store,Electronics,Mobiles,,M,6.0,2694,
2169313438,267208,,10,3,4,234,98.28,1034.28,MBR,Electronics,Audio and video,,M,8.0,936,
27056762796,273717,,12,6,1,1091,114.555,1205.555,TeleShop,Home and kitchen,Tools,,F,2.0,1091,
94567169838,268581,,1,4,2,1175,246.75,2596.75,e-Shop,Bags,Mens,,F,9.0,2350,
78082854165,267642,,11,6,1,320,33.6,353.6,e-Shop,Home and kitchen,Bath,,F,2.0,320,
92886388786,269060,,3,5,4,651,273.42,2877.42,Flagship store,Books,Comics,,M,5.0,2604,
23346314009,272324,,4,3,2,1047,219.87,2313.87,Flagship store,Electronics,Mobiles,,M,10.0,2094,
25967306008,267051,,4,4,1,292,30.66,322.66,Flagship store,Bags,Women,,F,10.0,292,
7138782044,272907,,10,6,5,271,142.275,1497.275,TeleShop,Home and kitchen,Kitchen,,F,2.0,1355,
62025530269,274367,,4,2,4,1079,453.18,4769.18,Flagship store,Footwear,Kids,,M,7.0,4316,
23692698818,268590,,4,4,5,922,484.05,5094.05,e-Shop,Bags,Women,,F,7.0,4610,
54640077867,272525,,12,6,3,861,271.215,2854.215,e-Shop,Home and kitchen,Tools,,F,6.0,2583,
28647330731,273574,,10,5,4,1256,527.52,5551.52,MBR,Books,Non-Fiction,,F,1.0,5024,
41999200228,274072,,12,5,1,1303,136.815,1439.815,TeleShop,Books,Academic,,M,2.0,1303,
51315824694,274592,,10,6,3,693,218.295,2297.295,e-Shop,Home and kitchen,Kitchen,,M,5.0,2079,
23444331258,272415,,4,2,1,96,10.08,106.08,Flagship store,Footwear,Kids,,F,6.0,96,
37385034563,269245,,12,6,2,771,161.91,1703.91,TeleShop,Home and kitchen,Tools,,M,4.0,1542,
83396318537,267711,,4,3,2,1030,216.3,2276.3,e-Shop,Electronics,Mobiles,,F,7.0,2060,
73733080576,267125,,3,2,3,889,280.035,2947.035,e-Shop,Footwear,Women,,F,4.0,2667,
71509145692,272910,,3,1,3,1130,355.95,3745.95,MBR,Clothing,Kids,,F,7.0,3390,
63210996773,269589,,12,6,1,263,27.615,290.615,TeleShop,Home and kitchen,Tools,,M,1.0,263,
